,City,Humidity,Min Temp,Max Temp,Wind Speed,Cloudiness,Date,Country,Sunrise,Sunset,Lat,Lon
75,Kurumkan,47,-35.3,-35.3,0.87,0,1547415966,RU,1547340755,1547368974,54.33,110.32
76,Alice Springs,31,25.0,25.0,1.5,8,1547413200,AU,1547324969,1547373409,-23.7,133.88
77,Sao Sebastiao,79,27.48,27.48,1.97,48,1547415966,BR,1547373229,1547417460,-3.15,-58.36
78,Goderich,77,-5.02,-5.02,3.22,0,1547415966,CA,1547384288,1547417631,43.74,-81.71
79,Port Alfred,89,20.36,20.36,3.27,24,1547415745,ZA,1547349388,1547400351,-33.59,26.89
80,Marystown,96,-1.57,-1.57,8.97,44,1547415967,CA,1547378603,1547410571,47.17,-55.16
81,Dargaville,91,19.58,19.58,7.52,92,1547415967,NZ,1547313741,1547365433,-35.94,173.86
82,Butaritari,100,27.98,27.98,7.07,68,1547415967,KI,1547318324,1547361387,3.07,172.79
83,Sao Filipe,96,22.56,22.56,5.67,20,1547415967,CV,1547366821,1547407618,14.9,-24.5
84,Severo-Yeniseyskiy,40,-25.22,-25.22,2.32,92,1547415967,RU,1547347253,1547370776,60.37,93.04
85,East London,100,22.31,22.31,4.12,0,1547415968,ZA,1547349225,1547400025,-33.02,27.91
86,Atuona,100,27.28,27.28,7.62,24,1547415968,PF,1547391960,1547437456,-9.8,-139.03
87,Ballina,88,7.96,7.96,7.72,76,1547415968,IE,1547369341,1547397748,54.11,-9.15
88,Lata,98,-4.55,-4.55,1.17,0,1547415810,IN,1547343839,1547381096,30.78,78.62
89,Severo-Kurilsk,100,-3.05,-3.05,1.67,88,1547415968,RU,1547328739,1547358997,50.68,156.12
90,Ponta do Sol,70,27.58,27.58,1.17,20,1547415750,BR,1547368509,1547416236,-20.63,-46.0
91,Canon City,39,3.93,3.93,1.62,0,1547415969,US,1547392048,1547426875,39.46,-117.13
92,Cherskiy,48,-34.02,-34.02,1.17,20,1547415969,RU,1547338956,1547346310,68.75,161.3
93,Sorong,100,24.56,24.56,1.22,92,1547415969,ID,1547327925,1547371728,-0.86,131.25
94,Yulara,20,29.0,29.0,3.1,0,1547413200,AU,1547325482,1547374283,-25.24,130.99
95,Victoria,88,25.0,26.0,1.5,75,1547413200,BN,1547332348,1547374995,5.28,115.24
96,Cockburn Town,98,26.21,26.21,7.27,8,1547415902,TC,1547378693,1547418141,21.46,-71.14
97,Qeshm,48,17.0,20.0,2.1,0,1547415000,IR,1547348734,1547386931,26.96,56.27
98,Wynyard,88,-3.4,-3.4,1.87,56,1547415970,CA,1547391463,1547421250,51.77,-104.18
99,Arraial do Cabo,65,28.0,28.0,8.7,0,1547413200,BR,1547367291,1547415542,-22.97,-42.02
100,Bambous Virieux,74,26.0,26.0,5.1,40,1547413200,MU,1547343627,1547391301,-20.34,57.76
101,Kununurra,83,26.0,26.0,1.27,20,1547413200,AU,1547327071,1547373780,-15.77,128.74
102,Yellowknife,67,-31.0,-31.0,1.57,40,1547413200,CA,1547398105,1547419514,62.45,-114.38
103,Paris,87,9.0,10.0,5.7,75,1547413200,FR,1547365184,1547396379,48.86,2.35
104,Jiblah,88,4.68,4.68,0.77,0,1547415971,YE,1547350245,1547391233,13.92,44.15
105,Kruisfontein,89,19.48,19.48,4.57,92,1547415737,ZA,1547349847,1547400928,-34.0,24.73
106,Bathsheba,65,26.0,26.0,5.7,40,1547413200,BB,1547375060,1547416192,13.22,-59.52
107,Turukhansk,74,-23.95,-23.95,7.62,48,1547415972,RU,1547352152,1547368322,65.8,87.96
108,Port Blair,99,28.31,28.31,4.57,36,1547415972,IN,1547338359,1547379784,11.67,92.75
109,Zholymbet,85,-8.55,-8.55,6.57,76,1547415972,KZ,1547349265,1547378999,51.74,71.71
110,Anadyr,67,-30.0,-30.0,5.0,20,1547411400,RU,1547329746,1547347732,64.73,177.51
111,Manokwari,100,24.78,24.78,0.27,92,1547415827,ID,1547327245,1547371049,-0.87,134.08
112,San Patricio,83,29.73,29.73,1.12,56,1547415972,PY,1547370372,1547419569,-26.98,-56.83
113,Nome,45,12.2,15.0,5.7,1,1547414100,US,1547385272,1547422744,30.04,-94.42
114,Pangnirtung,75,-28.0,-28.0,1.5,90,1547413200,CA,1547389309,1547404951,66.15,-65.72
115,Shipunovo,57,-20.95,-20.95,1.52,0,1547415973,RU,1547346865,1547376334,52.22,82.26
116,Cayenne,74,27.0,27.0,5.1,75,1547413200,GF,1547372541,1547415256,4.94,-52.33
117,Esperance,61,28.0,28.0,5.1,20,1547413200,TT,1547375234,1547416944,10.24,-61.45
118,Staryy Nadym,78,-10.72,-10.72,5.27,76,1547415973,RU,1547355631,1547372179,65.61,72.68
119,Necochea,93,19.83,19.83,6.07,88,1547415973,AR,1547369186,1547421661,-38.55,-58.74
120,Omsukchan,67,-27.05,-27.05,1.42,76,1547415974,RU,1547333394,1547354505,62.53,155.8
121,Pevek,99,-34.42,-34.42,1.52,0,1547415759,RU,0,0,69.7,170.27
122,Samarai,100,27.46,27.46,5.27,68,1547415974,PG,1547322326,1547367998,-10.62,150.67
123,Japura,88,23.53,23.53,0.97,80,1547415974,ID,1547334919,1547378639,-0.42,102.29
124,Bastia,76,11.0,11.0,1.0,75,1547414400,IT,1547362693,1547395685,44.6,8.98
125,Constitucion,11,22.0,22.0,7.7,5,1547412180,MX,1547387018,1547425916,23.99,-104.67
126,Ercis,92,-3.0,-3.0,1.0,75,1547412600,TR,1547353470,1547388398,39.03,43.36
127,Suntar,28,-28.47,-28.47,2.92,32,1547415975,RU,1547342316,1547363900,62.16,117.65
128,Bonavista,100,-3.22,-3.22,10.47,44,1547415975,CA,1547378440,1547409751,48.65,-53.11
129,Havre-Saint-Pierre,66,-12.0,-12.0,3.6,20,1547413200,CA,1547381333,1547411896,50.23,-63.6
130,Hithadhoo,100,27.98,27.98,3.02,92,1547415975,MV,1547341914,1547385668,-0.6,73.08
131,Auki,27,20.48,20.48,4.02,0,1547415976,NG,1547359109,1547400440,12.18,6.51
132,Saint-Augustin,100,10.0,10.0,4.1,90,1547413200,FR,1547365038,1547397944,44.83,-0.61
133,Saint-Georges,70,-14.05,-14.05,1.67,0,1547415703,CA,1547382104,1547414516,46.12,-70.67
134,Hasaki,80,-2.0,-1.0,3.1,20,1547415000,JP,1547329582,1547365487,35.73,140.83
135,Brae,100,0.0,2.0,12.9,36,1547414400,GB,1547369898,1547393451,60.4,-1.35
136,Tual,100,27.18,27.18,5.02,68,1547415977,ID,1547327109,1547371822,-5.67,132.75
137,Caruray,78,27.0,27.0,6.2,20,1547413200,PH,1547331923,1547373611,10.31,119.01
138,Nikolskoye,92,-3.0,-3.0,3.0,75,1547413200,RU,1547361859,1547386058,59.7,30.79
139,Broken Hill,22,26.0,26.0,4.1,8,1547413200,AU,1547322105,1547372633,-31.97,141.45
140,Redmond,54,4.4,12.2,1.72,1,1547415300,US,1547394776,1547426548,47.67,-122.12
141,Puerto Escondido,70,29.0,29.0,4.1,20,1547412000,MX,1547384335,1547424946,15.86,-97.07
142,Barreirinhas,80,27.21,27.21,3.72,56,1547415978,BR,1547369538,1547413694,-2.75,-42.83
143,Mutsu,79,-4.0,-4.0,3.1,75,1547413800,JP,1547330367,1547364527,41.29,141.2
144,Lagoa,76,9.0,9.0,2.6,0,1547413200,PT,1547365611,1547401132,37.14,-8.45
145,Fort Frances,88,-3.3,-3.3,3.6,90,1547412900,CA,1547388096,1547419439,48.61,-93.4
146,Wasilla,91,-6.3,-3.9,1.32,90,1547413080,US,1547406011,1547428440,61.58,-149.44
147,Tiksi,0,-38.95,-38.95,0.97,0,1547415979,RU,0,0,71.64,128.87
148,Ekibastuz,67,-16.32,-16.32,2.17,8,1547415979,KZ,1547348393,1547378137,51.72,75.32
149,Mithi,85,12.58,12.58,5.52,0,1547415979,PK,1547345229,1547383938,24.74,69.8
150,Mtsensk,90,-5.02,-5.02,5.47,88,1547415980,RU,1547358123,1547387009,53.28,36.58
151,Saint George,86,-1.0,1.0,1.22,40,1547412600,GR,1547358581,1547393379,39.45,22.34
152,Hambantota,100,25.98,25.98,7.27,80,1547415980,LK,1547340618,1547383107,6.12,81.12
153,Shahrud,68,0.61,0.61,2.97,12,1547415981,IR,1547350286,1547386007,36.42,54.97
154,Bluff,69,22.31,22.31,4.72,0,1547415981,AU,1547321336,1547369750,-23.58,149.07
155,Zhigansk,63,-29.57,-29.57,1.62,44,1547415778,RU,1547344713,1547358761,66.77,123.37
156,Buritizeiro,33,33.33,33.33,3.02,100,1547415983,BR,1547368610,1547415637,-17.37,-44.96
157,Axim,95,29.18,29.18,5.12,20,1547415984,GH,1547360510,1547403237,4.87,-2.24
158,Manzil Salim,93,6.0,6.0,8.7,75,1547413200,TN,1547361360,1547397253,35.86,8.48
159,Rio Gallegos,53,17.0,17.0,10.8,0,1547413200,AR,1547368849,1547427006,-51.62,-69.22
160,Tuatapere,100,11.71,11.71,3.92,88,1547415985,NZ,1547313339,1547368783,-46.13,167.69
161,Ende,100,26.33,26.33,3.77,64,1547415985,ID,1547329468,1547374791,-8.84,121.65
162,Khatanga,70,-37.82,-37.82,2.42,32,1547415985,RU,0,0,71.98,102.47
163,Mahebourg,74,26.0,26.0,5.1,40,1547413200,MU,1547343634,1547391323,-20.41,57.7
164,Aklavik,67,-30.0,-30.0,4.6,40,1547413200,CA,1547408636,1547418895,68.22,-135.01
165,Homer,75,5.0,6.7,8.2,90,1547412780,US,1547405547,1547429911,59.64,-151.54
166,Ialibu,93,12.06,12.06,0.82,32,1547415986,PG,1547324352,1547369182,-6.28,143.99
167,Salekhard,72,-14.47,-14.47,2.97,76,1547415986,RU,1547358035,1547372686,66.54,66.62
168,Richards Bay,81,23.83,23.83,4.37,12,1547415986,ZA,1547348801,1547398460,-28.77,32.06
169,Egvekinot,69,-31.22,-31.22,4.97,8,1547415987,RU,1547416655,1547432076,66.32,-179.17
170,Shache,65,-13.13,-13.13,1.12,0,1547415987,CN,1547345245,1547380356,38.42,77.24
171,Hualmay,67,24.28,24.28,3.12,8,1547415763,PE,1547377086,1547422840,-11.1,-77.61
172,Bambanglipuro,86,24.28,24.28,1.22,92,1547415987,ID,1547332284,1547377434,-7.95,110.28
173,Jamestown,79,16.68,16.68,1.32,0,1547415988,AU,1547322615,1547373490,-33.21,138.6
174,Vao,98,-2.77,-2.77,3.92,92,1547415844,EE,1547362692,1547387433,59.1,26.19
175,Airai,89,20.86,20.86,0.67,48,1547415742,TL,1547328557,1547373897,-8.93,125.41
176,Leeuwarden,87,7.0,8.0,10.8,90,1547414940,NL,1547365485,1547394430,53.2,5.79
177,Namie,92,-2.0,-1.0,1.0,75,1547415600,JP,1547329840,1547365215,37.52,140.86
178,Krasnoarmeysk,92,-3.0,-3.0,5.0,75,1547413200,RU,1547358656,1547385724,56.12,38.15
179,Niksic,86,-1.0,3.0,0.5,75,1547415000,ME,1547359960,1547393630,42.77,18.95
180,Sawtell,83,22.0,22.0,1.5,92,1547413200,AU,1547319524,1547369622,-30.38,153.1
181,Leningradskiy,100,-27.4,-27.4,3.77,24,1547415990,RU,1547337533,1547339514,69.38,178.42
182,Alvand,79,0.96,0.96,1.57,12,1547415990,IR,1547351430,1547387220,36.19,50.06
183,Porto Walter,53,32.13,32.13,1.32,8,1547415890,BR,1547376193,1547421397,-8.27,-72.74
184,Rio Grande,83,27.0,27.0,2.1,20,1547412300,BR,1547368578,1547419087,-32.03,-52.1
185,Sao Joao da Barra,65,28.0,28.0,8.2,0,1547413200,BR,1547367208,1547415159,-21.64,-41.05
186,Nurota,55,3.0,3.0,5.1,0,1547413200,UZ,1547348362,1547382786,40.56,65.69
187,Mount Isa,31,26.0,26.0,2.6,0,1547413200,AU,1547323959,1547371728,-20.73,139.49
188,Hofn,100,-2.9,-2.9,3.52,80,1547415991,IS,1547375547,1547394460,64.25,-15.21
189,Lahij,95,15.36,15.36,1.42,0,1547415991,YE,1547349985,1547391142,13.06,44.88
190,Thompson,72,-9.0,-9.0,4.6,20,1547413200,CA,1547391143,1547418538,55.74,-97.86
191,Manggar,98,25.63,25.63,2.67,76,1547415992,ID,1547333251,1547377434,-2.88,108.27
192,Coquimbo,56,21.0,21.0,6.2,20,1547413200,CL,1547373479,1547423426,-29.95,-71.34
193,Kenai,81,-4.4,-1.7,4.1,75,1547412960,US,1547405912,1547429412,60.55,-151.26
194,Hay River,68,-27.0,-27.0,1.67,75,1547413200,CA,1547397544,1547420751,60.82,-115.79
195,Itarema,87,26.38,26.38,2.17,24,1547415992,BR,1547368823,1547413011,-2.92,-39.92
196,Upernavik,100,-24.12,-24.12,3.32,44,1547415992,GL,0,0,72.79,-56.15
197,Saskylakh,0,-49.82,-49.82,3.22,0,1547415993,RU,0,0,71.97,114.09
198,Havelock,96,6.7,10.0,3.1,90,1547415120,US,1547381708,1547417898,34.88,-76.9
199,Kinablangan,100,26.21,26.21,3.22,100,1547415993,PH,1547329862,1547372052,7.69,126.55
200,Dallas,74,2.8,5.2,4.1,90,1547415300,US,1547386196,1547422963,32.78,-96.8
201,Saint Anthony,70,-8.3,-3.9,1.87,1,1547412960,US,1547391522,1547424787,43.97,-111.68
202,Ontario,47,14.0,18.0,0.92,1,1547415300,US,1547391374,1547427796,34.07,-117.65
203,Codrington,78,22.0,24.0,1.57,40,1547413200,AU,1547319678,1547369402,-28.95,153.24
204,Denpasar,94,26.0,26.0,2.6,20,1547413200,ID,1547331030,1547376316,-8.65,115.22
205,Nouadhibou,39,19.0,19.0,1.5,0,1547413200,MR,1547365649,1547405205,20.93,-17.03
206,Kuybyshevo,100,3.33,3.33,3.32,88,1547415995,UA,1547356729,1547389703,44.63,33.86
207,Gat,32,23.0,29.0,1.0,12,1547413200,SN,1547364889,1547405728,14.69,-16.54
208,Dalbandin,76,3.31,3.31,2.12,0,1547415995,PK,1547347014,1547384743,28.9,64.41
209,Lorengau,96,28.98,28.98,7.17,88,1547415995,PG,1547323970,1547367991,-2.02,147.27
210,Noyabrsk,87,-8.05,-8.05,8.62,92,1547415735,RU,1547353079,1547373398,63.2,75.45
211,Komsomolskiy,79,-15.72,-15.72,5.72,88,1547415996,RU,1547360002,1547372084,67.55,63.78
212,Hede,73,-4.0,-4.0,7.7,88,1547414400,SE,1547365885,1547389378,60.45,15.49
213,Sokolovo,86,-3.0,-3.0,3.0,75,1547413200,RU,1547358571,1547385819,55.86,38.13
214,Horb,94,4.13,4.13,7.22,92,1547415996,DE,1547363419,1547393925,50.29,11.14
215,Ketchikan,89,7.8,9.4,11.8,90,1547412960,US,1547399113,1547426792,55.34,-131.65
216,Monywa,87,13.96,13.96,1.62,0,1547415997,MM,1547338859,1547378146,22.12,95.13
217,Tsaratanana,95,20.83,20.83,0.72,8,1547415997,MG,1547346434,1547393350,-16.8,47.65
218,Port Lincoln,96,18.63,18.63,4.47,0,1547415997,AU,1547323052,1547374367,-34.72,135.86
219,Zverinogolovskoye,90,-4.7,-4.7,6.82,92,1547415998,RU,1547351701,1547379858,54.46,64.85
220,Carnarvon,38,18.06,18.06,3.92,0,1547415998,ZA,1547350896,1547401130,-30.97,22.13
221,Provideniya,64,-18.0,-18.0,12.0,0,1547413200,RU,1547413540,1547432337,64.42,-173.23
222,Porto Novo,73,24.0,24.0,3.1,75,1547413200,BR,1547368031,1547416444,-23.68,-45.44
223,Tilichiki,45,-33.7,-33.7,1.57,0,1547415730,RU,1547329786,1547353165,60.47,166.1
224,Luancheng,100,-6.0,-6.0,1.0,0,1547413200,CN,1547336185,1547371455,37.88,114.65
225,Olavarria,94,23.46,23.46,2.92,80,1547415999,AR,1547369835,1547421773,-36.89,-60.32
226,Segou,29,25.63,25.63,3.87,8,1547415999,SN,1547363644,1547404931,12.41,-12.29
227,Longyearbyen,61,-10.0,-10.0,9.8,20,1547412600,NO,0,0,78.22,15.63
228,Redlands,47,14.0,18.9,1.17,1,1547415420,US,1547391262,1547427687,34.06,-117.19
229,Dawei,96,22.06,22.06,0.77,0,1547416000,MM,1547337289,1547378243,14.07,98.19
230,Lompoc,71,13.0,15.6,4.6,1,1547414100,US,1547392127,1547428392,34.64,-120.46
231,Torbay,73,-3.0,-3.0,8.7,90,1547413200,CA,1547378127,1547409881,47.66,-52.73
232,Timoteo,45,31.0,31.0,4.1,0,1547413200,BR,1547367817,1547415315,-19.58,-42.64
233,Ambilobe,92,21.13,21.13,1.22,8,1547416001,MG,1547346468,1547392645,-13.19,49.05
234,Miracema do Tocantins,60,30.96,30.96,1.62,48,1547415875,BR,1547370224,1547415679,-9.56,-48.4
235,Logrono,81,4.0,7.0,2.1,20,1547413200,ES,1547365040,1547398824,42.47,-2.45
236,Linxia,69,-16.02,-16.02,1.07,44,1547416001,CN,1547338591,1547374540,35.6,103.21
237,Ust-Tsilma,77,-8.2,-8.2,3.42,76,1547416001,RU,1547360392,1547377275,65.44,52.15
238,Brownsville,64,15.6,18.6,5.7,40,1547414100,US,1547385513,1547423975,25.91,-97.49
239,Shahi,82,10.63,10.63,3.57,0,1547416002,IN,1547343393,1547381205,28.55,79.32
240,Puri,94,25.0,25.0,1.5,20,1547413200,ID,1547331803,1547376874,-7.54,112.45
241,Cidreira,81,28.11,28.11,4.92,48,1547416002,BR,1547368378,1547418387,-30.17,-50.22
242,Tougue,35,22.78,22.78,2.87,20,1547416003,GN,1547363404,1547404878,11.45,-11.68
243,Hovd,92,-2.0,-1.0,14.9,75,1547414400,NO,1547369030,1547388537,63.83,10.7
244,La Ronge,92,-8.0,-8.0,2.1,90,1547413200,CA,1547392715,1547420539,55.1,-105.3
245,Zyryanka,64,-29.77,-29.77,2.62,68,1547416003,RU,1547337011,1547353249,65.73,150.89
246,Nanortalik,100,-3.3,-3.3,6.62,64,1547416003,GL,1547380295,1547404127,60.14,-45.24
247,Jaisalmer,95,10.73,10.73,4.22,0,1547415786,IN,1547345214,1547383421,26.91,70.91
248,Huarmey,61,24.86,24.86,2.42,24,1547416004,PE,1547377317,1547422869,-10.07,-78.15
249,Cabo San Lucas,53,24.0,26.0,1.5,5,1547412180,MX,1547388154,1547427296,22.89,-109.91
250,Alyangula,100,25.0,25.0,3.02,36,1547413200,AU,1547325425,1547371740,-13.85,136.42
251,Rawson,24,27.48,27.48,4.92,0,1547415724,AR,1547369855,1547424044,-43.3,-65.11
252,Aswan,62,11.08,11.08,2.67,80,1547416004,EG,1547354012,1547392871,24.09,32.9
253,Vila Velha,83,28.0,28.0,2.6,75,1547413200,BR,1547368432,1547412769,-3.71,-38.6
254,Two Hills,98,-3.97,-3.97,3.42,80,1547416004,CA,1547393828,1547422521,53.71,-111.75
255,Broome,81,6.7,7.3,6.7,0,1547414400,GB,1547366318,1547395680,52.47,1.45
256,Fortuna,87,6.0,7.0,2.1,0,1547413200,ES,1547364013,1547399216,38.18,-1.13
257,Marsh Harbour,100,24.38,24.38,4.87,12,1547416005,BS,1547380683,1547418996,26.54,-77.06
258,Honningsvag,85,-4.0,-3.0,2.6,40,1547412600,NO,0,0,70.98,25.97
259,Yenagoa,75,26.43,26.43,3.42,20,1547415831,NG,1547358474,1547401192,4.92,6.26
260,Dunedin,85,11.86,11.86,6.52,0,1547415882,NZ,1547312722,1547368051,-45.87,170.5
261,Padang,100,25.43,25.43,3.07,56,1547416006,ID,1547335335,1547379149,-0.92,100.36
262,Harrison,88,-1.0,0.6,4.6,90,1547415300,US,1547384264,1547419147,39.26,-84.82
263,Chara,86,-1.0,1.0,1.22,40,1547412600,GR,1547358555,1547393362,39.42,22.43
264,Warmbad,81,4.0,6.0,7.2,68,1547414400,DE,1547363049,1547393364,50.67,13.08
265,Krasnyy Chikoy,58,-22.45,-22.45,3.17,32,1547416007,RU,1547340021,1547370458,50.36,108.75
266,Hailar,67,-18.97,-18.97,4.12,68,1547416007,CN,1547337112,1547368109,49.2,119.7
267,Salalah,73,23.0,23.0,1.0,20,1547412600,OM,1547348168,1547388534,17.01,54.1
268,Laguna,24,26.0,26.0,2.6,5,1547412000,MX,1547388706,1547426794,27.52,-110.01
